                                                                                                            Experiments |  2 corpus | 3 WER | 4 Del | 5 Ins | 6 Sub | 7 Enc RTF | 8 Search RTF | 9 Total RTF |             10 Step Hyps |                 11 Step Word End Hyps |                        12 Step Trees
                                         505__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.3_elm0.9 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         506__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.3_elm1.0 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         507__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.3_elm1.1 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         508__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.3_elm1.2 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         509__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.4_elm0.6 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         510__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.4_elm0.7 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         511__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.4_elm0.8 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         512__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.4_elm0.9 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         513__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.4_elm1.0 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         514__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.4_elm1.1 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         515__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.4_elm1.2 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         516__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.5_elm0.6 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         517__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.5_elm0.7 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         518__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.5_elm0.8 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         519__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.5_elm0.9 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         520__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.5_elm1.0 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         521__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.5_elm1.1 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                         522__ffnn_transducer_qat_encoder_v2_seed__recog_lexfree_bpe-LSTM_ilm0.5_elm1.2 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                                                  523__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree | dev-other |   7.2 |   0.6 |   0.6 |   6.0 |   0.20306 |      0.02174 |      0.2248 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                                         524__ffnn_transducer_qat_encoder_w4_a8__recog_lexfree_bpe-LSTM | dev-other |   4.9 |   0.6 |   0.4 |   3.9 |    0.2131 |      0.66894 |     0.88204 | 0.00/0.00/0.00/0.00/0.00 |              0.00/0.00/0.00/0.00/0.00 |             0.00/0.00/0.00/0.00/0.00
                                                                     525__ffnn_transducer_qat_encoder_w4_a8__recog_tree | dev-other |   6.9 |   0.6 |   0.8 |   5.5 |   0.20063 |      0.02917 |      0.2298 | 0.00/0.00/0.00/0.00/0.00 |              0.85/1.00/2.00/4.00/8.00 |             1.00/1.00/1.00/1.00/1.00
                                                               526__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram | dev-other |   5.4 |   0.6 |   0.5 |   4.4 |   0.18858 |      0.09277 |     0.28135 | 0.00/0.00/0.00/0.00/0.00 |              1.17/1.00/2.00/4.00/4.00 |            2.69/2.00/5.00/9.00/16.00
                                                            527__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM | dev-other |   5.1 |   0.6 |   0.4 |   4.1 |   0.19236 |      0.49206 |     0.68442 | 0.00/0.00/0.00/0.00/0.00 |            2.73/1.00/8.00/13.00/20.00 |             1.00/1.00/1.00/1.00/1.00
                                                             528__ffnn_transducer_qat_encoder_w4_a8__recog_tree_mbs1024 | dev-other |   6.8 |   0.4 |   0.9 |   5.5 |   0.20667 |      0.37607 |     0.58275 | 0.00/0.00/0.00/0.00/0.00 |         36.04/36.00/65.00/80.00/88.00 |             1.00/1.00/1.00/1.00/1.00
                                                             529__ffnn_transducer_qat_encoder_w4_a8__recog_tree_mbs2048 | dev-other |   6.8 |   0.4 |   0.9 |   5.5 |   0.19863 |      0.37706 |     0.57568 | 0.00/0.00/0.00/0.00/0.00 |         36.56/36.00/67.00/84.00/89.00 |             1.00/1.00/1.00/1.00/1.00
                                                 530__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.0_elm0.6 | dev-other |   5.6 |   0.9 |   0.4 |   4.2 |    0.1891 |       0.6439 |       0.833 | 0.00/0.00/0.00/0.00/0.00 |    110.63/50.00/308.00/727.00/1229.00 |   141.72/84.00/346.00/749.00/1279.00
                                                 531__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.0_elm0.7 | dev-other |   5.9 |   1.4 |   0.4 |   4.1 |    0.1883 |       0.6674 |      0.8557 |                  Not set |                               Not set |                              Not set
                                                 532__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.0_elm0.8 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                                 533__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.0_elm0.9 | dev-other |   9.0 |   4.9 |   0.3 |   3.8 |           |              |             |                  Not set |                               Not set |                              Not set
                                                 534__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.0_elm1.0 | dev-other |  12.3 |   8.3 |   0.3 |   3.7 |   0.20848 |      0.82206 |     1.03054 | 0.00/0.00/0.00/0.00/0.00 |    131.58/47.00/415.00/783.59/1235.00 |   146.92/67.00/429.00/792.00/1243.00
                                                 535__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.0_elm1.1 | dev-other |  17.4 |  13.5 |   0.2 |   3.7 |   0.19112 |         0.79 |     0.98112 | 0.00/0.00/0.00/0.00/0.00 |    132.94/45.00/427.00/789.00/1261.00 |   145.82/62.00/439.00/796.00/1261.00
                                                 536__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.0_elm1.2 | dev-other |       |       |       |       |   0.19619 |      0.79708 |     0.99326 |                  Not set |                               Not set |                              Not set
                                                 537__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.1_elm0.6 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                                 538__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.1_elm0.7 | dev-other |   5.4 |   0.8 |   0.4 |   4.2 |   0.20207 |      0.85174 |     1.05381 | 0.00/0.00/0.00/0.00/0.00 |    126.91/54.00/374.00/785.00/1292.00 |   152.40/85.00/398.00/797.00/1295.00
                                                 539__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.1_elm0.8 | dev-other |   5.7 |   1.2 |   0.4 |   4.1 |   0.20237 |      0.85933 |      1.0617 | 0.00/0.00/0.00/0.00/0.00 |    133.80/53.00/408.00/800.00/1300.00 |   155.09/80.00/426.00/809.00/1303.00
                                                 540__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.1_elm0.9 | dev-other |   6.4 |   2.0 |   0.4 |   4.0 |   0.20178 |      0.91902 |      1.1208 | 0.00/0.00/0.00/0.00/0.00 |    140.18/54.00/437.00/810.00/1266.00 |   158.14/76.00/451.00/818.00/1280.00
                                                 541__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.1_elm1.0 | dev-other |   7.9 |   3.6 |   0.3 |   3.9 |   0.19808 |       0.9395 |     1.13758 | 0.00/0.00/0.00/0.00/0.00 |    145.40/53.00/459.00/817.00/1237.00 |   160.62/72.00/471.00/825.00/1271.00
                                                 542__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.1_elm1.1 | dev-other |       |       |       |       |    0.1969 |      0.95764 |     1.15455 |                  Not set |                               Not set |                              Not set
                                                 543__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.1_elm1.2 | dev-other |  15.4 |  11.4 |   0.3 |   3.8 |   0.20061 |      0.99681 |     1.19742 | 0.00/0.00/0.00/0.00/0.00 |    148.63/50.00/483.00/822.00/1287.00 |   159.63/64.00/492.00/827.00/1287.00
                                                 544__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.2_elm0.6 | dev-other |   5.3 |   0.5 |   0.5 |   4.3 |   0.20143 |      0.87569 |     1.07713 | 0.00/0.00/0.00/0.00/0.00 |    137.08/62.00/397.00/809.00/1321.00 |  168.39/100.00/424.00/823.00/1375.00
                                                 545__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.2_elm0.7 | dev-other |       |       |       |       |   0.19081 |      0.86412 |     1.05493 |                  Not set |                               Not set |                              Not set
                                                 546__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.2_elm0.8 | dev-other |   5.3 |   0.8 |   0.4 |   4.1 |    0.1913 |      0.90796 |     1.09926 |                  Not set |                               Not set |                              Not set
                                                 547__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.2_elm0.9 | dev-other |   5.6 |   1.1 |   0.4 |   4.1 |           |              |             |                  Not set |                               Not set |                              Not set
                                                 548__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.2_elm1.0 | dev-other |   6.3 |   2.0 |   0.4 |   4.0 |           |              |             |                  Not set |                               Not set |                              Not set
                                                 549__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.2_elm1.1 | dev-other |   7.5 |   3.2 |   0.3 |   4.0 |   0.19148 |       1.0215 |     1.21298 |                  Not set |                               Not set |                              Not set
                                                 550__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.2_elm1.2 | dev-other |  10.3 |   6.1 |   0.3 |   3.9 |   0.19079 |      1.03372 |     1.22451 | 0.00/0.00/0.00/0.00/0.00 |    166.13/59.00/530.00/853.00/1300.00 |   176.94/72.00/538.00/857.00/1304.00
                                                 551__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.3_elm0.6 | dev-other |   5.3 |   0.5 |   0.5 |   4.3 |   0.20503 |      0.97957 |      1.1846 | 0.00/0.00/0.00/0.00/0.00 |    159.50/73.00/470.00/857.00/1340.00 |  191.53/114.00/492.00/868.00/1408.00
                                                 552__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.3_elm0.7 | dev-other |   5.2 |   0.5 |   0.5 |   4.2 |   0.19256 |      0.96003 |      1.1526 | 0.00/0.00/0.00/0.00/0.00 |    164.03/71.00/496.00/867.00/1313.00 |  189.37/103.00/512.00/876.00/1356.00
                                                 553__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.3_elm0.8 | dev-other |   5.2 |   0.6 |   0.4 |   4.2 |    0.1914 |      1.01075 |     1.20216 | 0.00/0.00/0.00/0.00/0.00 |    169.46/70.00/521.00/875.00/1349.00 |   189.98/95.50/533.00/883.00/1384.00
                                                 554__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.3_elm0.9 | dev-other |   5.4 |   0.8 |   0.4 |   4.2 |   0.19894 |      1.08491 |     1.28385 | 0.00/0.00/0.00/0.00/0.00 |    175.05/70.00/542.00/880.00/1337.00 |   192.02/90.00/552.00/885.00/1338.00
                                                 555__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.3_elm1.0 | dev-other |       |       |       |       |   0.18978 |      1.10124 |     1.29102 |                  Not set |                               Not set |                              Not set
                                                 556__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.3_elm1.1 | dev-other |   6.4 |   1.9 |   0.4 |   4.2 |   0.19321 |      1.15836 |     1.35157 | 0.00/0.00/0.00/0.00/0.00 |    183.41/70.00/568.00/882.00/1331.00 |   195.54/84.00/576.00/887.00/1334.00
                                                 557__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.3_elm1.2 | dev-other |   7.9 |   3.4 |   0.3 |   4.1 |    0.1931 |      1.15981 |     1.35291 | 0.00/0.00/0.00/0.00/0.00 |    184.47/69.00/573.00/879.00/1293.00 |   194.86/81.00/580.00/884.00/1296.00
                                                 558__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.4_elm0.6 | dev-other |   5.4 |   0.5 |   0.5 |   4.4 |           |              |             |                  Not set |                               Not set |                              Not set
                                                 559__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.4_elm0.7 | dev-other |   5.3 |   0.5 |   0.5 |   4.3 |   0.20639 |      1.16293 |     1.36932 | 0.00/0.00/0.00/0.00/0.00 |    192.35/87.00/573.00/911.00/1371.00 |  217.85/119.00/585.00/919.00/1423.00
                                                 560__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.4_elm0.8 | dev-other |   5.3 |   0.6 |   0.4 |   4.3 |    0.1852 |      1.10584 |     1.29104 |                  Not set |                               Not set |                              Not set
                                                 561__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.4_elm0.9 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                                 562__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.4_elm1.0 | dev-other |   5.5 |   0.8 |   0.4 |   4.3 |   0.19196 |      1.24567 |     1.43763 | 0.00/0.00/0.00/0.00/0.00 |    202.58/84.00/608.00/913.00/1401.00 |  216.26/100.00/615.00/918.00/1403.00
                                                 563__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.4_elm1.1 | dev-other |   6.0 |   1.3 |   0.4 |   4.3 |   0.20921 |       1.3597 |     1.56892 | 0.00/0.00/0.00/0.00/0.00 |    204.87/84.00/613.00/912.00/1365.00 |   216.43/97.00/619.00/916.00/1367.00
                                                 564__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.4_elm1.2 | dev-other |   6.9 |   2.2 |   0.3 |   4.3 |   0.20566 |      1.35839 |     1.56405 | 0.00/0.00/0.00/0.00/0.00 |    205.48/83.00/614.00/907.00/1375.00 |   215.36/94.00/620.00/911.00/1378.00
                                                 565__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.5_elm0.6 | dev-other |   5.6 |   0.5 |   0.5 |   4.6 |   0.20449 |      1.34602 |     1.55052 | 0.00/0.00/0.00/0.00/0.00 |   228.00/116.00/643.00/956.00/1421.00 |  262.13/160.00/656.00/966.00/1487.00
                                                 566__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.5_elm0.7 | dev-other |   5.5 |   0.5 |   0.5 |   4.5 |           |              |             |                  Not set |                               Not set |                              Not set
                                                 567__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.5_elm0.8 | dev-other |   5.5 |   0.6 |   0.5 |   4.4 |   0.19234 |      1.36669 |     1.55903 | 0.00/0.00/0.00/0.00/0.00 |   229.09/109.00/653.00/953.00/1429.00 |  249.08/133.00/661.00/959.00/1432.00
                                                 568__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.5_elm0.9 | dev-other |   5.5 |   0.6 |   0.4 |   4.4 |   0.19681 |      1.39139 |      1.5882 | 0.00/0.00/0.00/0.00/0.00 |   229.98/108.00/655.00/949.00/1390.00 |  245.97/126.00/662.00/954.00/1405.00
                                                 569__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.5_elm1.0 | dev-other |       |       |       |       |    0.1822 |      1.31778 |     1.49999 |                  Not set |                               Not set |                              Not set
                                                 570__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.5_elm1.1 | dev-other |   5.9 |   1.0 |   0.4 |   4.5 |   0.19407 |      1.45983 |      1.6539 | 0.00/0.00/0.00/0.00/0.00 |   230.89/105.00/656.00/939.00/1402.00 |  241.83/117.00/661.00/943.00/1403.00
                                                 571__ffnn_transducer_qat_encoder_w4_a8__recog_tree_4gram_ilm0.5_elm1.2 | dev-other |       |       |       |       |   0.18663 |      1.43888 |     1.62551 |                  Not set |                               Not set |                              Not set
                                              572__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm0.6 | dev-other |       |       |       |       |   0.17923 |      1.72913 |     1.90836 |                  Not set |                               Not set |                              Not set
                                              573__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm0.7 | dev-other |   5.2 |   0.9 |   0.4 |   3.9 |     0.188 |      1.70233 |     1.89032 |                  Not set |                               Not set |                              Not set
                                              574__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm0.8 | dev-other |   5.4 |   1.2 |   0.3 |   3.8 |           |              |             |                  Not set |                               Not set |                              Not set
                                              575__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm0.9 | dev-other |   5.7 |   1.6 |   0.3 |   3.8 |   0.21504 |      1.69082 |     1.90586 | 0.00/0.00/0.00/0.00/0.00 |      55.26/19.00/183.00/373.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              576__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm1.0 | dev-other |   6.1 |   2.2 |   0.3 |   3.7 |   0.19427 |      1.49556 |     1.68983 |                  Not set |                               Not set |                              Not set
                                              577__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm1.1 | dev-other |   6.7 |   2.8 |   0.3 |   3.6 |   0.21718 |      1.54214 |     1.75933 | 0.00/0.00/0.00/0.00/0.00 |      49.46/18.00/154.00/346.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              578__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm1.2 | dev-other |   7.7 |   3.9 |   0.3 |   3.6 |   0.18611 |       1.3032 |     1.48931 |                  Not set |                               Not set |                              Not set
                                              579__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm0.6 | dev-other |   5.1 |   0.5 |   0.5 |   4.1 |   0.19018 |      1.90869 |     2.09887 |                  Not set |                               Not set |                              Not set
                                              580__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm0.7 | dev-other |   5.0 |   0.6 |   0.4 |   4.0 |           |              |             |                  Not set |                               Not set |                              Not set
                                              581__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm0.8 | dev-other |   5.1 |   0.8 |   0.4 |   3.9 |   0.19964 |      1.77286 |      1.9725 | 0.00/0.00/0.00/0.00/0.00 |      57.13/19.00/194.00/377.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                                              582__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm0.9 | dev-other |   5.2 |   1.1 |   0.4 |   3.8 |   0.21175 |      1.75953 |     1.97128 | 0.00/0.00/0.00/0.00/0.00 |      53.63/18.00/180.00/366.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              583__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm1.0 | dev-other |   5.4 |   1.4 |   0.3 |   3.7 |   0.20918 |      1.70771 |     1.91689 | 0.00/0.00/0.00/0.00/0.00 |      50.61/17.00/165.00/353.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              584__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm1.1 | dev-other |   5.8 |   1.8 |   0.3 |   3.7 |   0.19944 |       1.5416 |     1.74104 | 0.00/0.00/0.00/0.00/0.00 |      47.96/17.00/152.00/340.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              585__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm1.2 | dev-other |   6.3 |   2.4 |   0.3 |   3.7 |           |              |             |                  Not set |                               Not set |                              Not set
                                              586__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm0.6 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                              587__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm0.7 | dev-other |   5.0 |   0.5 |   0.4 |   4.0 |   0.19802 |      1.87095 |     2.06897 | 0.00/0.00/0.00/0.00/0.00 |      61.20/20.00/209.00/390.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              588__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm0.8 | dev-other |       |       |       |       |   0.18568 |      1.67051 |     1.85619 |                  Not set |                               Not set |                              Not set
                                              589__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm0.9 | dev-other |   5.0 |   0.7 |   0.4 |   3.9 |   0.21277 |      1.80494 |     2.01771 | 0.00/0.00/0.00/0.00/0.00 |      52.63/17.00/178.00/364.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              590__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm1.0 | dev-other |   5.1 |   1.0 |   0.4 |   3.8 |           |              |             |                  Not set |                               Not set |                              Not set
                                              591__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm1.1 | dev-other |   5.3 |   1.2 |   0.3 |   3.8 |   0.21894 |       1.6995 |     1.91844 | 0.00/0.00/0.00/0.00/0.00 |      46.75/16.00/150.00/338.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              592__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm1.2 | dev-other |   5.6 |   1.5 |   0.3 |   3.7 |   0.21906 |      1.63758 |     1.85664 | 0.00/0.00/0.00/0.00/0.00 |      44.36/15.00/139.00/326.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              593__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm0.6 | dev-other |   5.1 |   0.4 |   0.5 |   4.1 |   0.18798 |        2.027 |     2.21498 |                  Not set |                               Not set |                              Not set
                                              594__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm0.7 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
                                              595__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm0.8 | dev-other |   4.9 |   0.5 |   0.4 |   4.0 |   0.19933 |      1.81232 |     2.01165 | 0.00/0.00/0.00/0.00/0.00 |      56.55/18.00/194.00/377.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                                              596__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm0.9 | dev-other |   4.9 |   0.6 |   0.4 |   3.9 |   0.18916 |      1.64475 |     1.83391 |                  Not set |                               Not set |                              Not set
                                              597__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm1.0 | dev-other |   4.9 |   0.7 |   0.4 |   3.9 |    0.2108 |      1.75227 |     1.96307 | 0.00/0.00/0.00/0.00/0.00 |      48.79/16.00/161.00/350.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              598__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm1.1 | dev-other |   5.0 |   0.9 |   0.4 |   3.8 |   0.21038 |      1.66352 |      1.8739 | 0.00/0.00/0.00/0.00/0.00 |      45.86/15.00/148.00/335.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              599__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm1.2 | dev-other |   5.2 |   1.1 |   0.4 |   3.8 |   0.19834 |      1.48999 |     1.68833 | 0.00/0.00/0.00/0.00/0.00 |      43.35/14.00/136.00/323.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              600__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm0.6 | dev-other |   5.2 |   0.4 |   0.5 |   4.3 |    0.2011 |      2.20978 |     2.41088 |                  Not set |                               Not set |                              Not set
                                              601__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm0.7 | dev-other |       |       |       |       |   0.21156 |      2.04919 |     2.26076 |                  Not set |                               Not set |                              Not set
                                              602__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm0.8 | dev-other |   5.0 |   0.5 |   0.4 |   4.1 |   0.19923 |      1.85361 |     2.05284 | 0.00/0.00/0.00/0.00/0.00 |      57.52/19.00/199.00/381.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              603__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm0.9 | dev-other |   4.9 |   0.5 |   0.4 |   4.0 |   0.19985 |       1.7549 |     1.95475 | 0.00/0.00/0.00/0.00/0.00 |      52.71/17.00/180.00/364.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              604__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm1.0 | dev-other |   4.9 |   0.6 |   0.4 |   4.0 |   0.19914 |       1.6746 |     1.87375 | 0.00/0.00/0.00/0.00/0.00 |      48.89/16.00/163.00/350.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                                              605__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm1.1 | dev-other |       |       |       |       |   0.19294 |      1.57013 |     1.76308 |                  Not set |                               Not set |                              Not set
                                              606__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm1.2 | dev-other |   5.0 |   0.8 |   0.4 |   3.9 |   0.19992 |      1.50516 |     1.70508 | 0.00/0.00/0.00/0.00/0.00 |      42.84/14.00/135.00/324.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                                              607__ffnn_transducer_qat_encoder_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm0.6 | dev-other |       |       |       |       |           |              |             |                  Not set |                               Not set |                              Not set
