                                                                                                            Experiments |  2 corpus | 3 WER | 4 Del | 5 Ins | 6 Sub | 7 Enc RTF | 8 Search RTF | 9 Total RTF |             10 Step Hyps |                 11 Step Word End Hyps |                        12 Step Trees
                      2331__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.1_elm0.7 | dev-other |   5.5 |   1.1 |   0.4 |   4.0 |   0.19219 |      0.78237 |     0.97456 | 0.00/0.00/0.00/0.00/0.00 |    126.56/52.00/371.00/810.00/1401.00 |   153.27/85.00/397.00/824.00/1403.00
                      2332__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.1_elm0.8 | dev-other |   5.9 |   1.6 |   0.4 |   3.9 |   0.19238 |      0.82431 |      1.0167 | 0.00/0.00/0.00/0.00/0.00 |    132.27/52.00/401.00/828.00/1340.00 |   154.53/80.00/421.00/839.00/1362.00
                      2333__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.1_elm0.9 | dev-other |   6.9 |   2.7 |   0.4 |   3.9 |   0.19222 |      0.86547 |     1.05769 | 0.00/0.00/0.00/0.00/0.00 |    137.60/51.00/429.00/841.00/1343.00 |   156.34/75.00/444.00/850.00/1347.00
                      2334__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.1_elm1.0 | dev-other |   9.6 |   5.6 |   0.3 |   3.7 |   0.23933 |      1.06948 |     1.30881 | 0.00/0.00/0.00/0.00/0.00 |    140.69/49.00/448.00/851.00/1390.00 |   156.44/70.00/461.00/858.00/1393.00
                      2335__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.1_elm1.1 | dev-other |  13.8 |   9.9 |   0.3 |   3.6 |   0.17968 |      0.81335 |     0.99303 | 0.00/0.00/0.00/0.00/0.00 |    141.35/47.00/460.00/856.00/1346.00 |   154.54/64.00/471.00/862.00/1360.00
                      2336__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.1_elm1.2 | dev-other |  19.4 |  15.6 |   0.2 |   3.6 |   0.19152 |       0.8813 |     1.07282 | 0.00/0.00/0.00/0.00/0.00 |    139.95/43.00/464.00/856.00/1314.00 |   151.04/58.00/474.00/861.00/1314.00
                      2337__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.2_elm0.6 | dev-other |   5.2 |   0.5 |   0.5 |   4.2 |   0.19079 |      0.84408 |     1.03488 | 0.00/0.00/0.00/0.00/0.00 |    138.63/62.00/401.00/841.00/1375.00 |  171.62/102.00/430.00/855.00/1379.00
                      2338__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.2_elm0.7 | dev-other |   5.2 |   0.6 |   0.5 |   4.1 |   0.19464 |      0.90158 |     1.09622 | 0.00/0.00/0.00/0.00/0.00 |    143.05/59.00/428.00/858.59/1388.00 |   169.65/93.00/449.00/868.00/1393.00
                      2339__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.2_elm0.8 | dev-other |   5.4 |   0.9 |   0.5 |   4.1 |   0.19233 |      0.95338 |     1.14571 | 0.00/0.00/0.00/0.00/0.00 |    148.48/58.00/457.00/874.00/1407.00 |   170.37/86.00/474.00/883.00/1412.00
                      2340__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.2_elm0.9 | dev-other |   5.7 |   1.3 |   0.4 |   4.0 |   0.17176 |      0.81787 |     0.98963 | 0.00/0.00/0.00/0.00/0.00 |    154.10/58.00/485.00/887.00/1409.00 |   172.42/81.00/498.00/894.00/1415.00
                      2341__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.2_elm1.0 | dev-other |   6.4 |   2.2 |   0.3 |   3.9 |   0.19269 |      0.99166 |     1.18435 | 0.00/0.00/0.00/0.00/0.00 |    158.81/57.00/505.00/894.00/1383.00 |   174.30/77.00/516.00/900.00/1384.00
                      2342__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.2_elm1.1 | dev-other |   8.5 |   4.3 |   0.3 |   3.9 |   0.19408 |      1.02033 |     1.21441 | 0.00/0.00/0.00/0.00/0.00 |    161.37/56.00/520.00/896.00/1380.00 |   174.53/73.00/529.00/902.00/1384.00
                      2343__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.2_elm1.2 | dev-other |  12.5 |   8.4 |   0.3 |   3.8 |   0.19142 |      0.99811 |     1.18953 | 0.00/0.00/0.00/0.00/0.00 |    160.55/53.00/524.00/896.00/1363.00 |   171.72/67.00/533.00/901.00/1367.00
                      2344__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.3_elm0.6 | dev-other |   5.3 |   0.5 |   0.5 |   4.3 |    0.1938 |      0.98677 |     1.18057 | 0.00/0.00/0.00/0.00/0.00 |    162.22/73.00/478.00/899.00/1384.00 |  196.02/116.00/502.00/910.00/1414.00
                      2345__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.3_elm0.7 | dev-other |   5.2 |   0.5 |   0.5 |   4.2 |   0.19394 |      1.00242 |     1.19636 | 0.00/0.00/0.00/0.00/0.00 |    165.77/70.00/502.00/912.00/1397.00 |  192.46/105.00/519.00/921.00/1404.00
                      2346__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.3_elm0.8 | dev-other |   5.2 |   0.6 |   0.5 |   4.2 |   0.19566 |      1.03433 |        1.23 | 0.00/0.00/0.00/0.00/0.00 |    170.34/69.00/526.00/922.00/1390.00 |   191.94/96.00/539.00/929.00/1402.00
                      2347__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.3_elm0.9 | dev-other |   5.4 |   0.8 |   0.4 |   4.1 |   0.19022 |      1.03703 |     1.22725 | 0.00/0.00/0.00/0.00/0.00 |    174.99/68.00/547.00/930.00/1430.00 |   192.81/90.00/557.00/935.00/1436.00
                      2348__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.3_elm1.0 | dev-other |   5.8 |   1.3 |   0.4 |   4.1 |   0.19508 |      1.13324 |     1.32831 | 0.00/0.00/0.00/0.00/0.00 |    179.07/68.00/562.00/933.00/1428.00 |   194.01/86.00/571.00/938.00/1430.00
                      2349__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.3_elm1.1 | dev-other |   6.6 |   2.2 |   0.4 |   4.1 |   0.19924 |      1.14762 |     1.34686 | 0.00/0.00/0.00/0.00/0.00 |    182.02/67.00/574.00/933.00/1382.00 |   194.73/82.00/582.00/937.00/1382.00
                      2350__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.3_elm1.2 | dev-other |   8.3 |   4.0 |   0.3 |   4.1 |   0.19939 |      1.18343 |     1.38282 | 0.00/0.00/0.00/0.00/0.00 |    182.64/66.00/579.00/932.00/1392.00 |   193.50/79.00/586.00/936.00/1399.00
                      2351__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.4_elm0.6 | dev-other |   5.4 |   0.5 |   0.5 |   4.4 |   0.19129 |      1.10868 |     1.29996 | 0.00/0.00/0.00/0.00/0.00 |    194.47/92.00/571.00/957.59/1470.00 |  229.34/136.00/589.00/967.00/1476.00
                      2352__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.4_elm0.7 | dev-other |   5.3 |   0.5 |   0.5 |   4.3 |   0.19268 |      1.13154 |     1.32422 | 0.00/0.00/0.00/0.00/0.00 |    196.24/88.00/586.00/963.00/1442.00 |  223.11/122.00/600.00/970.00/1449.00
                      2353__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.4_elm0.8 | dev-other |   5.2 |   0.6 |   0.5 |   4.2 |   0.18937 |      1.13525 |     1.32462 | 0.00/0.00/0.00/0.00/0.00 |    198.96/86.00/600.00/968.00/1451.00 |  220.28/112.00/611.00/974.00/1453.00
                      2354__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.4_elm0.9 | dev-other |   5.3 |   0.6 |   0.4 |   4.2 |   0.19255 |      1.19871 |     1.39126 | 0.00/0.00/0.00/0.00/0.00 |    201.92/85.00/612.00/970.00/1456.00 |  219.24/105.00/621.00/975.00/1457.00
                      2355__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.4_elm1.0 | dev-other |   5.5 |   0.8 |   0.4 |   4.2 |   0.19426 |      1.25424 |     1.44851 | 0.00/0.00/0.00/0.00/0.00 |    204.51/84.00/622.00/969.00/1480.00 |  218.86/101.00/629.00/974.00/1481.00
                      2356__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.4_elm1.1 | dev-other |   6.1 |   1.5 |   0.4 |   4.2 |   0.19408 |      1.28727 |     1.48135 | 0.00/0.00/0.00/0.00/0.00 |    205.96/83.00/627.00/967.00/1433.00 |   218.05/97.00/633.00/972.00/1439.00
                      2357__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.4_elm1.2 | dev-other |   7.2 |   2.7 |   0.3 |   4.2 |   0.19528 |       1.2998 |     1.49509 | 0.00/0.00/0.00/0.00/0.00 |    205.91/82.00/628.00/963.00/1444.00 |   216.23/93.00/634.00/967.00/1450.00
                      2358__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.5_elm0.6 | dev-other |   5.7 |   0.5 |   0.5 |   4.6 |   0.20209 |      1.48284 |     1.68493 | 0.00/0.00/0.00/0.00/0.00 |  237.14/122.00/670.00/1012.00/1530.00 | 273.36/168.00/683.00/1020.00/1534.00
                      2359__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.5_elm0.7 | dev-other |   5.5 |   0.5 |   0.5 |   4.5 |    0.1928 |      1.35945 |     1.55225 | 0.00/0.00/0.00/0.00/0.00 |  236.40/118.00/674.00/1013.00/1527.00 | 263.56/151.00/685.00/1019.00/1531.00
                      2360__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.5_elm0.8 | dev-other |   5.4 |   0.6 |   0.5 |   4.4 |    0.1913 |       1.3616 |      1.5529 | 0.00/0.00/0.00/0.00/0.00 |  236.49/115.00/678.00/1012.00/1528.00 | 257.58/139.00/686.00/1017.00/1531.00
                      2361__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.5_elm0.9 | dev-other |   5.4 |   0.6 |   0.4 |   4.4 |   0.19604 |      1.41461 |     1.61064 | 0.00/0.00/0.00/0.00/0.00 |  236.79/113.00/680.00/1009.00/1526.00 | 253.64/132.00/687.00/1014.00/1529.00
                      2362__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.5_elm1.0 | dev-other |   5.6 |   0.7 |   0.4 |   4.4 |   0.19493 |      1.45646 |     1.65139 | 0.00/0.00/0.00/0.00/0.00 |  237.10/111.00/681.00/1005.00/1526.00 | 250.87/126.00/687.00/1009.00/1529.00
                      2363__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.5_elm1.1 | dev-other |   5.9 |   1.0 |   0.4 |   4.4 |   0.19887 |      1.51111 |     1.70997 | 0.00/0.00/0.00/0.00/0.00 |   236.73/110.00/680.00/999.00/1528.00 | 248.21/122.00/686.00/1003.00/1531.00
                      2364__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_4gram_ilm0.5_elm1.2 | dev-other |   6.7 |   1.9 |   0.4 |   4.4 |   0.19468 |      1.46853 |     1.66322 | 0.00/0.00/0.00/0.00/0.00 |   234.97/107.00/676.00/995.00/1531.00 |  244.71/118.00/681.00/999.00/1534.00
                   2365__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm0.6 | dev-other |   5.2 |   0.8 |   0.4 |   4.0 |   0.20836 |      1.96197 |     2.17032 | 0.00/0.00/0.00/0.00/0.00 |      66.86/23.00/222.00/393.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2366__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm0.7 | dev-other |   5.2 |   1.0 |   0.4 |   3.9 |   0.19917 |      1.77157 |     1.97074 | 0.00/0.00/0.00/0.00/0.00 |      61.84/21.00/207.00/381.00/512.00 |             1.00/1.00/1.00/1.00/1.00
                   2367__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm0.8 | dev-other |   5.4 |   1.3 |   0.3 |   3.7 |   0.19912 |      1.66952 |     1.86863 | 0.00/0.00/0.00/0.00/0.00 |      57.82/20.00/193.00/370.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2368__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm0.9 | dev-other |   5.7 |   1.7 |   0.3 |   3.7 |   0.20326 |      1.62267 |     1.82593 | 0.00/0.00/0.00/0.00/0.00 |      54.43/19.00/180.00/357.00/512.00 |             1.00/1.00/1.00/1.00/1.00
                   2369__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm1.0 | dev-other |   6.4 |   2.6 |   0.3 |   3.6 |   0.17631 |      1.37798 |     1.55429 | 0.00/0.00/0.00/0.00/0.00 |      51.53/18.00/166.00/348.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2370__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm1.1 | dev-other |   7.1 |   3.3 |   0.3 |   3.5 |   0.20136 |      1.48458 |     1.68593 | 0.00/0.00/0.00/0.00/0.00 |      49.02/18.00/153.00/339.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2371__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.0_elm1.2 | dev-other |   8.1 |   4.4 |   0.3 |   3.4 |   0.20005 |      1.40184 |     1.60188 | 0.00/0.00/0.00/0.00/0.00 |      46.33/17.00/138.00/329.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2372__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm0.6 | dev-other |   5.1 |   0.6 |   0.4 |   4.0 |   0.20909 |       2.0786 |     2.28769 | 0.00/0.00/0.00/0.00/0.00 |      66.36/23.00/223.00/390.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2373__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm0.7 | dev-other |   5.0 |   0.7 |   0.4 |   3.9 |   0.19479 |       1.8588 |     2.05359 | 0.00/0.00/0.00/0.00/0.00 |      60.81/21.00/207.00/379.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2374__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm0.8 | dev-other |   5.0 |   0.8 |   0.4 |   3.8 |   0.20408 |       1.8312 |     2.03528 | 0.00/0.00/0.00/0.00/0.00 |      56.51/19.00/193.00/366.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2375__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm0.9 | dev-other |   5.2 |   1.1 |   0.3 |   3.8 |   0.20377 |       1.7437 |     1.94747 | 0.00/0.00/0.00/0.00/0.00 |      53.04/18.00/179.00/354.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2376__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm1.0 | dev-other |   5.5 |   1.5 |   0.3 |   3.6 |    0.2033 |      1.65948 |     1.86278 | 0.00/0.00/0.00/0.00/0.00 |      50.03/17.00/165.00/343.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2377__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm1.1 | dev-other |   5.9 |   2.0 |   0.3 |   3.6 |   0.20037 |      1.57531 |     1.77568 | 0.00/0.00/0.00/0.00/0.00 |      47.36/16.00/151.00/333.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2378__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.1_elm1.2 | dev-other |   6.6 |   2.8 |   0.3 |   3.6 |   0.19943 |      1.51219 |     1.71162 | 0.00/0.00/0.00/0.00/0.00 |      44.93/16.00/138.00/322.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2379__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm0.6 | dev-other |   5.0 |   0.5 |   0.5 |   4.1 |   0.20643 |      2.12357 |        2.33 | 0.00/0.00/0.00/0.00/0.00 |      66.98/23.00/227.00/391.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2380__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm0.7 | dev-other |   4.9 |   0.5 |   0.4 |   4.0 |   0.19932 |      1.91024 |     2.10956 | 0.00/0.00/0.00/0.00/0.00 |      60.83/20.00/210.00/375.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2381__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm0.8 | dev-other |   4.9 |   0.6 |   0.4 |   3.9 |   0.19838 |      1.77458 |     1.97297 | 0.00/0.00/0.00/0.00/0.00 |      55.99/19.00/193.00/364.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2382__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm0.9 | dev-other |   5.0 |   0.8 |   0.4 |   3.8 |   0.20049 |      1.71855 |     1.91904 | 0.00/0.00/0.00/0.00/0.00 |      52.13/17.00/179.00/353.00/512.00 |             1.00/1.00/1.00/1.00/1.00
                   2383__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm1.0 | dev-other |   5.1 |   1.0 |   0.4 |   3.7 |   0.20654 |      1.66202 |     1.86856 | 0.00/0.00/0.00/0.00/0.00 |      48.98/16.00/164.00/339.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2384__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm1.1 | dev-other |   5.2 |   1.2 |   0.3 |   3.7 |   0.20304 |      1.62027 |      1.8233 | 0.00/0.00/0.00/0.00/0.00 |      46.26/16.00/150.00/328.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2385__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.2_elm1.2 | dev-other |   5.7 |   1.7 |   0.3 |   3.6 |   0.20147 |      1.53952 |     1.74098 | 0.00/0.00/0.00/0.00/0.00 |      43.61/15.00/136.00/317.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2386__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm0.6 | dev-other |   5.1 |   0.4 |   0.5 |   4.1 |   0.20078 |      2.13087 |     2.33165 | 0.00/0.00/0.00/0.00/0.00 |      68.51/24.00/231.00/394.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2387__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm0.7 | dev-other |   5.0 |   0.5 |   0.5 |   4.0 |   0.19775 |      1.95984 |     2.15759 | 0.00/0.00/0.00/0.00/0.00 |      61.66/21.00/213.00/378.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2388__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm0.8 | dev-other |   4.9 |   0.5 |   0.4 |   3.9 |   0.19981 |       1.8414 |     2.04122 | 0.00/0.00/0.00/0.00/0.00 |      56.23/19.00/196.00/365.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2389__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm0.9 | dev-other |   4.8 |   0.6 |   0.4 |   3.8 |   0.21349 |      1.81785 |     2.03133 | 0.00/0.00/0.00/0.00/0.00 |      51.95/17.00/179.00/351.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2390__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm1.0 | dev-other |   4.9 |   0.7 |   0.4 |   3.8 |   0.21436 |      2.10069 |     2.31505 | 0.00/0.00/0.00/0.00/0.00 |      48.50/16.00/165.00/340.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2391__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm1.1 | dev-other |   5.1 |   0.9 |   0.4 |   3.8 |   0.18195 |      1.43978 |     1.62173 | 0.00/0.00/0.00/0.00/0.00 |      45.55/15.00/150.00/326.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2392__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.3_elm1.2 | dev-other |   5.3 |   1.2 |   0.3 |   3.8 |   0.20143 |      1.54081 |     1.74224 | 0.00/0.00/0.00/0.00/0.00 |      42.91/14.00/136.00/313.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2393__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm0.6 | dev-other |   5.2 |   0.4 |   0.5 |   4.2 |   0.20381 |      2.24318 |     2.44699 | 0.00/0.00/0.00/0.00/0.00 |      71.12/25.00/237.00/404.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2394__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm0.7 | dev-other |   5.1 |   0.4 |   0.5 |   4.1 |   0.20629 |      2.11667 |     2.32297 | 0.00/0.00/0.00/0.00/0.00 |      63.25/22.00/218.00/386.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2395__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm0.8 | dev-other |   5.0 |   0.5 |   0.5 |   4.0 |   0.20243 |      1.87455 |     2.07698 | 0.00/0.00/0.00/0.00/0.00 |      57.23/19.00/199.00/368.00/512.00 |             1.00/1.00/1.00/1.00/1.00
                   2396__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm0.9 | dev-other |   4.9 |   0.5 |   0.4 |   3.9 |   0.19893 |      1.76718 |     1.96611 | 0.00/0.00/0.00/0.00/0.00 |      52.33/17.00/181.00/354.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2397__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm1.0 | dev-other |   4.9 |   0.6 |   0.4 |   3.9 |   0.20835 |      1.73031 |     1.93866 | 0.00/0.00/0.00/0.00/0.00 |      48.45/16.00/164.00/340.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2398__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm1.1 | dev-other |   4.9 |   0.7 |   0.4 |   3.8 |   0.20048 |        1.635 |     1.83549 | 0.00/0.00/0.00/0.00/0.00 |      45.22/15.00/150.00/328.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2399__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.4_elm1.2 | dev-other |   5.1 |   0.9 |   0.4 |   3.8 |   0.20803 |      1.60359 |     1.81162 | 0.00/0.00/0.00/0.00/0.00 |      42.46/14.00/136.00/314.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2400__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm0.6 | dev-other |   5.5 |   0.5 |   0.6 |   4.4 |   0.20914 |      2.37845 |     2.58759 | 0.00/0.00/0.00/0.00/0.00 |      75.01/28.00/244.00/413.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2401__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm0.7 | dev-other |   5.2 |   0.5 |   0.5 |   4.2 |   0.20457 |      2.13712 |     2.34169 | 0.00/0.00/0.00/0.00/0.00 |      65.96/23.00/225.00/394.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2402__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm0.8 | dev-other |   5.1 |   0.5 |   0.5 |   4.2 |   0.21089 |      2.07063 |     2.28151 | 0.00/0.00/0.00/0.00/0.00 |      59.05/20.00/206.00/376.00/510.00 |             1.00/1.00/1.00/1.00/1.00
                   2403__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm0.9 | dev-other |   5.0 |   0.5 |   0.5 |   4.1 |   0.20903 |      1.86879 |     2.07782 | 0.00/0.00/0.00/0.00/0.00 |      53.56/18.00/187.00/359.00/511.00 |             1.00/1.00/1.00/1.00/1.00
                   2404__ffnn_transducer_qat_encoder_bpe___ffnn_transducer_bpe_w4_a8__recog_tree_bpe-LSTM_ilm0.5_elm1.0 | dev-other |   5.0 |   0.5 |   0.4 |   4.0 |   0.20671 |      1.76874 |     1.97545 | 0.00/0.00/0.00/0.00/0.00 |      49.06/16.00/167.00/344.00/511.00 |             1.00/1.00/1.00/1.00/1.00
