Experiment Name,Dataset,WER,WER2,WERsub,WERinsert,WERDel,RTFEnc,RTCSearch,TotalRTF
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.3_elm1.0,dev-other,5.3,5.25,4.1,0.4,0.8,0.2093911422191815,0.5848202525751766,0.7942113947943581
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.3_elm1.1,dev-other,5.6,5.58,4.1,0.3,1.2,0.19742849287060582,0.5696130184250193,0.7670415112956251
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.3_elm1.2,dev-other,6.3,6.25,4.1,0.3,1.9,0.20400053160788664,0.6207930329654187,0.8247935645733053
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.4_elm0.6,dev-other,5.3,5.27,4.3,0.5,0.5,0.19669533494330635,0.4953410279430634,0.6920363628863697
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.4_elm0.7,dev-other,5.2,5.20,4.3,0.5,0.5,0.2463000303386242,0.6424934623768076,0.8887934927154318
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.4_elm0.8,dev-other,5.2,5.19,4.2,0.4,0.5,0.20871466036579023,0.6255155203824221,0.8342301807482123
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.4_elm0.9,dev-other,5.2,5.19,4.2,0.4,0.6,0.20407546615373107,0.6237417795454545,0.8278172456991856
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.4_elm1.0,dev-other,5.3,5.28,4.2,0.4,0.7,0.20296742637635568,0.6487908312910361,0.8517582576673918
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.4_elm1.1,dev-other,5.5,5.44,4.2,0.4,0.9,0.19888206405662465,0.6732352094316326,0.8721172734882573
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.4_elm1.2,dev-other,6.0,5.93,4.2,0.3,1.4,0.20189557299657,0.7040553462659835,0.9059509192625534
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.5_elm0.6,dev-other,5.4,5.41,4.4,0.5,0.5,0.19848358660884424,0.6458726583573141,0.8443562449661584
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.5_elm0.7,dev-other,5.3,5.32,4.4,0.5,0.5,0.20609255007954203,0.7270840311958092,0.9331765812753512
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.5_elm0.8,dev-other,5.3,5.27,4.3,0.4,0.5,0.2040478624176448,0.7172464041468666,0.9212942665645114
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.5_elm0.9,dev-other,5.3,5.27,4.3,0.4,0.6,0.21336311314557507,0.7740793806479478,0.9874424937935228
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.5_elm1.0,dev-other,5.3,5.28,4.3,0.4,0.6,0.20863400440555208,0.8095152597215527,1.0181492641271048
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.5_elm1.1,dev-other,5.4,5.38,4.3,0.4,0.8,0.19735004214073912,0.8022834940991104,0.9996335362398495
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_4gram_ilm0.5_elm1.2,dev-other,5.9,5.83,4.3,0.4,1.2,0.21597860943157368,0.8735218152922402,1.0895004247238138
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM,dev-other,5.1,5.06,4.1,0.5,0.6,0.22659645721388988,0.48031336490547194,0.7069098221193618
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.0_elm0.6,dev-other,5.1,5.04,4.0,0.4,0.6,0.21703535998128606,1.486091643164981,1.7031270031462673
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.0_elm0.7,dev-other,5.0,4.99,3.9,0.4,0.7,0.2458304553471742,1.5724213917145935,1.8182518470617677
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.0_elm0.8,dev-other,5.0,4.98,3.7,0.4,0.9,0.2115048285507414,1.2811342958020917,1.4926391243528332
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.0_elm0.9,dev-other,5.1,5.06,3.7,0.4,1.1,0.21776646025870253,1.2748733045398795,1.4926397647985818
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.0_elm1.0,dev-other,5.3,5.28,3.6,0.3,1.4,0.21462965826976693,1.1430865823286194,1.3577162405983862
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.0_elm1.1,dev-other,5.6,5.62,3.5,0.3,1.9,0.21391043930472767,1.128610098042743,1.3425205373474705
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.0_elm1.2,dev-other,6.1,6.07,3.4,0.3,2.4,0.2167265649636062,1.0901671291968806,1.306893694160487
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.1_elm0.6,dev-other,5.0,5.01,4.1,0.5,0.5,0.21101526883080385,1.4755565793253251,1.686571848156129
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.1_elm0.7,dev-other,5.0,4.97,4.0,0.4,0.6,0.19908699364457064,1.3253015096883434,1.524388503332914
ffnn_transducer_qat_encoder_bpe_param_sync__recog_tree_bpe-LSTM_ilm0.1_elm0.8,dev-other,4.9,4.91,3.9,0.4,0.6,0.20507010079100596,1.2834683825394546,1.4885384833304607
