Experiment Name,Dataset,WER,WERsub,WERinsert,WERDel,RTFEnc,RTCSearch,TotalRTF
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.2,dev-clean,2.5,1.9,0.3,0.3,0.21564000105023573,0.007902632305287139,0.22354263335552285
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.2,dev-other,5.7,4.4,0.5,0.8,0.22129679142005435,0.01553775593628439,0.23683454735633874
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.2,test-clean,2.8,2.1,0.3,0.4,0.21771301065847704,0.007900758635516167,0.22561376929399318
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.2,test-other,6.0,4.5,0.6,1.0,0.23056301499203433,0.016701907806267083,0.2472649227983014
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.3,dev-clean,2.5,2.0,0.3,0.3,0.2195947595450574,0.00923179634831393,0.2288265558933713
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.3,dev-other,5.6,4.4,0.6,0.7,0.2425161494935574,0.018921161313596144,0.26143731080715354
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.3,test-clean,2.7,2.1,0.3,0.3,0.21625098734805565,0.00925457818486883,0.22550556553292447
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.3,test-other,6.0,4.5,0.6,0.9,0.24842790107948745,0.021012858835205244,0.2694407599146927
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.4,dev-clean,2.5,1.9,0.3,0.2,0.22352587379515876,0.011062777737554277,0.23458865153271305
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.4,dev-other,5.6,4.4,0.6,0.6,0.23363516501853127,0.020250501238496296,0.2538856662570276
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.4,test-clean,2.7,2.1,0.4,0.2,0.2174868027679724,0.011044902934187192,0.22853170570215958
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.4,test-other,5.9,4.5,0.6,0.8,0.22780860672224795,0.021068616380435976,0.24887722310268393
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.5,dev-clean,2.5,2.0,0.3,0.2,0.2225683031216224,0.012135649525255691,0.2347039526468781
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.5,dev-other,5.6,4.4,0.7,0.5,0.23160870227314861,0.022762200994267803,0.2543709032674164
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.5,test-clean,2.7,2.1,0.4,0.2,0.21693686731997366,0.013210388461823689,0.23014725578179734
qat_ctc_bpe_part10__recog_tree_4gram_lm1.1_p0.5,test-other,5.8,4.5,0.7,0.6,0.2306906338562433,0.022593623144163664,0.25328425700040696
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.2,dev-clean,2.7,2.0,0.3,0.4,0.21634918848650675,0.007983213608683908,0.22433240209519065
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.2,dev-other,6.0,4.4,0.5,1.1,0.22106710256057144,0.014993195136821399,0.23606029769739284
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.2,test-clean,3.0,2.2,0.3,0.5,0.24388909426860012,0.008785039197150232,0.25267413346575035
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.2,test-other,6.3,4.5,0.5,1.2,0.23828144254080805,0.017175285364751824,0.25545672790555984
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.3,dev-clean,2.6,2.0,0.3,0.4,0.21974025977413159,0.009803959351595917,0.2295442191257275
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.3,dev-other,5.7,4.4,0.5,0.8,0.22680365117044549,0.01680267699212995,0.24360632816257544
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.3,test-clean,2.9,2.2,0.3,0.4,0.20647996042598515,0.008895521824545198,0.21537548225053035
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.3,test-other,6.2,4.6,0.6,1.1,0.23050058300366963,0.018004148933967228,0.24850473193763684
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.4,dev-clean,2.6,2.0,0.3,0.3,0.21574063082254366,0.010326918231183806,0.22606754905372747
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.4,dev-other,5.7,4.4,0.6,0.7,0.23755733651461794,0.02025516263211973,0.25781249914673765
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.4,test-clean,2.8,2.2,0.3,0.3,0.23695987918698594,0.011531481482092546,0.24849136066907848
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.4,test-other,6.1,4.5,0.6,1.0,0.23092260009160875,0.020125722675148727,0.2510483227667575
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.5,dev-clean,2.6,2.0,0.3,0.3,0.22254242501025784,0.012045475894056768,0.2345879009043146
qat_ctc_bpe_part10__recog_tree_4gram_lm1.2_p0.5,dev-other,5.7,4.5,0.6,0.6,0.23284222101911067,0.02150592440671134,0.254348145425822
