Experiment Name,Dataset,WER,WERsub,WERinsert,WERDel,RTFEnc,RTCSearch,TotalRTF
qat_ctc_bpe__recog_tree_4gram_st14.0_mb2048,test-other,5.7,4.5,0.7,0.5,0.21998930253812374,0.0034674688626301735,0.22345677140075393
qat_ctc_bpe__recog_tree_4gram_st14.0_mb2048_west_off_mweb_off,dev-clean,2.3,1.9,0.3,0.2,0.22673360129745057,0.002534358987765269,0.22926796028521584
qat_ctc_bpe__recog_tree_4gram_st14.0_mb2048_west_off_mweb_off,dev-other,5.6,4.5,0.6,0.5,0.24004618019082438,0.005658465305979669,0.24570464549680404
qat_ctc_bpe__recog_tree_4gram_st14.0_mb2048_west_off_mweb_off,test-clean,2.6,2.1,0.4,0.2,0.22367353787656424,0.0025834130678361483,0.2262569509444004
qat_ctc_bpe__recog_tree_4gram_st14.0_mb2048_west_off_mweb_off,test-other,5.7,4.5,0.7,0.5,0.2356008040333416,0.005838487910082363,0.24143929194342395
qat_ctc_bpe__recog_tree_4gram_st14.0_mb512,dev-clean,2.3,1.9,0.3,0.2,0.2086059856248755,0.0015565596727120116,0.21016254529758752
qat_ctc_bpe__recog_tree_4gram_st14.0_mb512,dev-other,5.6,4.5,0.6,0.5,0.21670959853220612,0.0027149166682499865,0.2194245152004561
qat_ctc_bpe__recog_tree_4gram_st14.0_mb512,test-clean,2.6,2.1,0.4,0.2,0.20608722954239544,0.001661710521882072,0.20774894006427752
qat_ctc_bpe__recog_tree_4gram_st14.0_mb512,test-other,5.7,4.5,0.7,0.5,0.21373567601775756,0.0027695408144074317,0.216505216832165
qat_ctc_bpe__recog_tree_4gram_st14.0_mb512_west_off_mweb_off,dev-clean,2.3,1.9,0.3,0.2,0.22703023192286587,0.0025152707072712095,0.2295455026301371
qat_ctc_bpe__recog_tree_4gram_st14.0_mb512_west_off_mweb_off,dev-other,5.6,4.5,0.6,0.5,0.24008635249984486,0.00455675335345029,0.24464310585329516
qat_ctc_bpe__recog_tree_4gram_st14.0_mb512_west_off_mweb_off,test-clean,2.6,2.1,0.4,0.2,0.22315601869291632,0.002482387729923595,0.22563840642283992
qat_ctc_bpe__recog_tree_4gram_st14.0_mb512_west_off_mweb_off,test-other,5.7,4.5,0.7,0.5,0.23610617370615833,0.004638998089097073,0.2407451717952554
qat_ctc_bpe__recog_tree_4gram_st18.0_mb1024,dev-clean,2.3,1.8,0.3,0.2,0.2169358768323681,0.00596199719860595,0.22289787403097402
qat_ctc_bpe__recog_tree_4gram_st18.0_mb1024,dev-other,5.6,4.5,0.6,0.5,0.22322407938211575,0.00996900540281635,0.2331930847849321
qat_ctc_bpe__recog_tree_4gram_st18.0_mb1024,test-clean,2.6,2.1,0.4,0.2,0.2015963205627923,0.005570106569275145,0.20716642713206745
qat_ctc_bpe__recog_tree_4gram_st18.0_mb1024,test-other,5.6,4.5,0.7,0.5,0.22938031194260905,0.01096955730488865,0.2403498692474977
qat_ctc_bpe__recog_tree_4gram_st18.0_mb1024_west_off_mweb_off,dev-clean,2.3,1.8,0.3,0.2,0.22559774813163977,0.010067437927925008,0.2356651860595648
qat_ctc_bpe__recog_tree_4gram_st18.0_mb1024_west_off_mweb_off,dev-other,5.6,4.5,0.6,0.5,0.19812646272503087,0.01583218208463592,0.21395864480966678
qat_ctc_bpe__recog_tree_4gram_st18.0_mb1024_west_off_mweb_off,test-clean,2.6,2.1,0.4,0.2,0.22261763465081674,0.010064109083892627,0.23268174373470937
qat_ctc_bpe__recog_tree_4gram_st18.0_mb1024_west_off_mweb_off,test-other,5.6,4.5,0.7,0.5,0.2354287025166739,0.01905327363013125,0.2544819761468051
qat_ctc_bpe__recog_tree_4gram_st18.0_mb2048,dev-clean,2.3,1.8,0.3,0.2,0.2070946411682929,0.005787818166730226,0.21288245933502314
qat_ctc_bpe__recog_tree_4gram_st18.0_mb2048,dev-other,5.6,4.5,0.6,0.5,0.22983597206088688,0.012066126598300623,0.2419020986591875
qat_ctc_bpe__recog_tree_4gram_st18.0_mb2048,test-clean,2.6,2.1,0.4,0.2,0.20260167109511362,0.0057651086650585895,0.20836677976017223
qat_ctc_bpe__recog_tree_4gram_st18.0_mb2048,test-other,5.7,4.5,0.7,0.5,0.22843958148214652,0.012871603184394408,0.24131118466654095
qat_ctc_bpe__recog_tree_4gram_st18.0_mb2048_west_off_mweb_off,dev-clean,2.3,1.8,0.3,0.2,0.2274414016282496,0.010421348364314421,0.23786274999256404
qat_ctc_bpe__recog_tree_4gram_st18.0_mb2048_west_off_mweb_off,dev-other,5.6,4.5,0.6,0.5,0.23896250742698816,0.02250231726329719,0.26146482469028537
qat_ctc_bpe__recog_tree_4gram_st18.0_mb2048_west_off_mweb_off,test-clean,2.6,2.1,0.4,0.2,0.2195364551628032,0.010580958619081536,0.23011741378188472
qat_ctc_bpe__recog_tree_4gram_st18.0_mb2048_west_off_mweb_off,test-other,5.6,4.5,0.7,0.5,0.2364024826317502,0.023150835178204578,0.2595533178099548
qat_ctc_bpe__recog_tree_4gram_st18.0_mb512,dev-clean,2.3,1.8,0.3,0.2,0.2101766658441434,0.005367661905251888,0.21554432774939528
qat_ctc_bpe__recog_tree_4gram_st18.0_mb512,dev-other,5.6,4.5,0.6,0.5,0.22999342230808104,0.009390655532659917,0.23938407784074095
qat_ctc_bpe__recog_tree_4gram_st18.0_mb512,test-clean,2.6,2.1,0.4,0.2,0.2015617773304218,0.005393619151680589,0.20695539648210237
qat_ctc_bpe__recog_tree_4gram_st18.0_mb512,test-other,5.7,4.5,0.7,0.5,0.22001907145836355,0.010066125558351806,0.23008519701671537
qat_ctc_bpe__recog_tree_4gram_st18.0_mb512_west_off_mweb_off,dev-clean,2.3,1.8,0.3,0.2,0.2274563572435726,0.009858152088999973,0.23731450933257256
qat_ctc_bpe__recog_tree_4gram_st18.0_mb512_west_off_mweb_off,dev-other,5.6,4.5,0.6,0.5,0.23827312900199252,0.01566702958849725,0.2539401585904898
qat_ctc_bpe__recog_tree_4gram_st18.0_mb512_west_off_mweb_off,test-clean,2.6,2.1,0.4,0.2,0.22424926188260888,0.009883016251460331,0.23413227813406923
qat_ctc_bpe__recog_tree_4gram_st18.0_mb512_west_off_mweb_off,test-other,5.7,4.5,0.7,0.5,0.23204500241216577,0.016370417367947896,0.2484154197801137
qat_ctc_bpe__recog_tree_bpe-LSTM,dev-clean,2.2,1.8,0.3,0.2,0.22571584432946223,0.29503377612355486,0.5207496204530171
qat_ctc_bpe__recog_tree_bpe-LSTM,dev-other,5.4,4.3,0.5,0.5,0.2367181056899695,0.33431087346657373,0.5710289791565432
qat_ctc_bpe__recog_tree_bpe-LSTM,test-clean,2.6,2.0,0.4,0.2,0.21917613788697618,0.28876136824062093,0.507937506127597
qat_ctc_bpe__recog_tree_bpe-LSTM,test-other,5.6,4.4,0.6,0.5,0.22542780094503181,0.275318105158945,0.5007459061039768
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.2_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.2239900498765779,0.2992247356776303,0.5232147855542082
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.2_st12.0|10.0_mb128|64,dev-other,5.5,4.5,0.6,0.4,0.25104148852455843,0.40209678636399687,0.6531382748885554
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.2_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.2,0.22900115357399958,0.28208068407532616,0.5110818376493258
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.2_st12.0|10.0_mb128|64,test-other,5.6,4.5,0.7,0.5,0.24834014953587935,0.399170861273223,0.6475110108091023
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.2_st18.0|14.0_mb1024|256,dev-clean,2.2,1.8,0.3,0.2,0.23223321152328671,0.7580164413727815,0.9902496528960681
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.2_st18.0|14.0_mb1024|256,dev-other,5.5,4.4,0.6,0.4,0.22934132483596426,0.9317333810779663,1.1610747059139306
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.2_st18.0|14.0_mb1024|256,test-clean,2.6,2.1,0.4,0.1,0.22918577997112333,0.8334450590098211,1.0626308389809445
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.2_st18.0|14.0_mb1024|256,test-other,5.6,4.4,0.7,0.4,0.24611073853814133,1.1222179448775025,1.3683286834156438
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.3_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.22113170037862062,0.2608084575245315,0.48194015790315214
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.3_st12.0|10.0_mb128|64,dev-other,5.5,4.5,0.6,0.4,0.23686491968320605,0.41196286826868594,0.648827787951892
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.3_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.4,0.2,0.2380377659582995,0.3454342865002089,0.5834720524585084
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.3_st12.0|10.0_mb128|64,test-other,5.6,4.5,0.7,0.4,0.24949340139935938,0.4073891556459889,0.6568825570453483
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.3_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.1,0.22413641164804593,0.7420659684344082,0.9662023800824541
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.3_st18.0|14.0_mb1024|256,dev-other,5.5,4.4,0.6,0.4,0.23436493121010282,0.9724276880747403,1.206792619284843
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.3_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.2248861564745555,0.8564326323464121,1.0813187888209677
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.3_st18.0|14.0_mb1024|256,test-other,5.6,4.4,0.7,0.4,0.24106225150616006,1.1199826670624882,1.3610449185686484
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.4_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.21984068423189265,0.2506389581230785,0.4704796423549712
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.4_st12.0|10.0_mb128|64,dev-other,5.6,4.5,0.7,0.4,0.24993771683905136,0.3883553262990366,0.638293043138088
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.4_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.1,0.23266637030752108,0.3277333842341174,0.5603997545416385
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.4_st12.0|10.0_mb128|64,test-other,5.7,4.5,0.7,0.4,0.24751825455945337,0.3872727885320273,0.6347910430914807
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.4_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.1,0.23147098133258115,0.8951500559692331,1.1266210373018144
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.4_st18.0|14.0_mb1024|256,dev-other,5.5,4.5,0.7,0.4,0.23281882054332212,1.0214247145482283,1.2542435350915502
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.4_st18.0|14.0_mb1024|256,test-clean,2.6,2.1,0.5,0.1,0.20756127180903358,0.8370428793129456,1.0446041511219792
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.4_st18.0|14.0_mb1024|256,test-other,5.6,4.5,0.8,0.4,0.23318167301018314,1.1147878249291303,1.3479694979393135
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.5_st12.0|10.0_mb128|64,dev-clean,2.4,1.9,0.4,0.2,0.23726577380850739,0.3713547324401635,0.6086205062486709
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.5_st12.0|10.0_mb128|64,dev-other,5.7,4.6,0.7,0.4,0.23981422155713739,0.34293136242461414,0.5827455839817515
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.5_st12.0|10.0_mb128|64,test-clean,2.7,2.1,0.5,0.1,0.22464292786376966,0.2729588702340282,0.49760179809779786
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.5_st12.0|10.0_mb128|64,test-other,5.7,4.5,0.8,0.4,0.2338518043536544,0.3267201286756898,0.5605719330293442
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.5_st18.0|14.0_mb1024|256,dev-clean,2.4,1.8,0.4,0.1,0.23843552105580038,0.9659185381529733,1.2043540592087738
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.5_st18.0|14.0_mb1024|256,dev-other,5.6,4.5,0.7,0.4,0.24621149541730084,1.2544449817841723,1.5006564772014732
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.5_st18.0|14.0_mb1024|256,test-clean,2.7,2.1,0.5,0.1,0.23004593396555245,0.8411405423617874,1.0711864763273398
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.6_p0.5_st18.0|14.0_mb1024|256,test-other,5.6,4.5,0.8,0.3,0.23025961155344735,1.0610384181627117,1.291298029716159
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.2_st12.0|10.0_mb128|64,dev-clean,2.2,1.8,0.3,0.2,0.23181092236899928,0.2981270358395354,0.5299379582085347
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.2_st12.0|10.0_mb128|64,dev-other,5.4,4.4,0.6,0.5,0.25455354231055843,0.389989807850626,0.6445433501611844
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.2_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.1,0.2163167025044148,0.235172273743257,0.4514889762476718
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.2_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.6,0.5,0.25036928297438754,0.3777075941214041,0.6280768770957916
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.2_st18.0|14.0_mb1024|256,dev-clean,2.2,1.8,0.3,0.2,0.24488199236096214,0.8531932784514141,1.0980752708123762
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.2_st18.0|14.0_mb1024|256,dev-other,5.4,4.3,0.5,0.5,0.2505481314262295,1.0348636436328191,1.2854117750590488
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.2_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.23775915694976707,0.7294410125071074,0.9672001694568745
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.2_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.6,0.5,0.24112863590432546,0.9141673190519276,1.1552959549562531
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.3_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.24104861760736931,0.34334208684566553,0.5843907044530348
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.3_st12.0|10.0_mb128|64,dev-other,5.5,4.4,0.6,0.4,0.23168182815945607,0.4284523065657809,0.660134134725237
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.3_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.4,0.2,0.23015629388201653,0.33514076757865713,0.5652970614606736
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.3_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.7,0.4,0.2323542769842708,0.27650151975401577,0.5088557967382865
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.3_st18.0|14.0_mb1024|256,dev-clean,2.2,1.8,0.3,0.2,0.24047016990004627,0.9964137060122175,1.2368838759122638
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.3_st18.0|14.0_mb1024|256,dev-other,5.4,4.4,0.6,0.4,0.24590274522855218,1.1498466768061835,1.3957494220347357
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.3_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.2336256647818508,0.8781698705121646,1.1117955352940154
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.3_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.7,0.4,0.25069380446244216,1.0066926270762184,1.2573864315386607
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.4_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.22362882677291998,0.2734833403414707,0.4971121671143907
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.4_st12.0|10.0_mb128|64,dev-other,5.5,4.4,0.6,0.4,0.23420439367013235,0.34160373974465114,0.5758081334147834
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.4_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.2,0.22134778269905062,0.28195354444658427,0.5033013271456349
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.4_st12.0|10.0_mb128|64,test-other,5.6,4.5,0.7,0.4,0.24876053013737462,0.39981659687281973,0.6485771270101943
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.4_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.1,0.23696991001503964,0.9250515715667063,1.162021481581746
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.4_st18.0|14.0_mb1024|256,dev-other,5.4,4.4,0.6,0.4,0.24685802510447596,1.323306993468019,1.5701650185724951
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.4_st18.0|14.0_mb1024|256,test-clean,2.6,2.1,0.4,0.1,0.23472851432289496,1.0842908310588584,1.3190193453817534
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.4_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.7,0.4,0.2380049359284795,1.291223967188655,1.5292289031171344
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.5_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.21922282773529123,0.24767124551982422,0.46689407325511545
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.5_st12.0|10.0_mb128|64,dev-other,5.5,4.5,0.7,0.4,0.2470654638419972,0.39394709617695556,0.6410125600189528
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.5_st12.0|10.0_mb128|64,test-clean,2.7,2.1,0.4,0.1,0.21783135722565553,0.24768170571656245,0.465513062942218
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.5_st12.0|10.0_mb128|64,test-other,5.7,4.5,0.8,0.4,0.23471260933458174,0.34206592407355835,0.57677853340814
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.5_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.1,0.23812296785275072,1.1373089220329415,1.3754318898856923
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.5_st18.0|14.0_mb1024|256,dev-other,5.5,4.4,0.7,0.4,0.24508116999687138,0.9996200856481561,1.2447012556450274
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.5_st18.0|14.0_mb1024|256,test-clean,2.6,2.1,0.5,0.1,0.224251135393124,0.7480866500070525,0.9723377854001766
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.7_p0.5_st18.0|14.0_mb1024|256,test-other,5.6,4.4,0.8,0.4,0.24539167212717397,1.1691670579724533,1.4145587300996274
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.2_st12.0|10.0_mb128|64,dev-clean,2.2,1.8,0.3,0.2,0.22571584432946223,0.29503377612355486,0.5207496204530171
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.2_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.5,0.5,0.2367181056899695,0.33431087346657373,0.5710289791565432
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.2_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.4,0.2,0.21917613788697618,0.28876136824062093,0.507937506127597
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.2_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.6,0.5,0.22542780094503181,0.275318105158945,0.5007459061039768
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.2_st18.0|14.0_mb1024|256,dev-clean,2.2,1.8,0.3,0.2,0.23154902011900033,0.753965360018636,0.9855143801376363
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.2_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.5,0.5,0.22999633682874682,0.8011382676321428,1.0311346044608896
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.2_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.2,0.23102382672614855,0.6664093572997631,0.8974331840259118
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.2_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.6,0.5,0.22825906121088066,0.939170107460411,1.1674291686712917
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.3_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.2460512734558537,0.38915220038153525,0.635203473837389
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.3_st12.0|10.0_mb128|64,dev-other,5.4,4.4,0.6,0.5,0.2331899923386351,0.28122713266369664,0.5144171250023317
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.3_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.4,0.2,0.21708161752348387,0.243824211526706,0.46090582905018984
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.3_st12.0|10.0_mb128|64,test-other,5.5,4.4,0.6,0.5,0.24423957509164126,0.424704912493366,0.6689444875850072
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.3_st18.0|14.0_mb1024|256,dev-clean,2.2,1.8,0.3,0.2,0.21904000436572946,0.7319600543411214,0.9510000587068509
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.3_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.6,0.5,0.24468874257642692,0.8994186962105433,1.14410743878697
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.3_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.22239669279820884,0.7241378111486928,0.9465345039469016
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.3_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.7,0.5,0.24170716940419612,0.8881752830919792,1.1298824524961755
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.4_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.24604707851446364,0.397066825285777,0.6431139038002407
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.4_st12.0|10.0_mb128|64,dev-other,5.4,4.4,0.6,0.4,0.2604401887670512,0.44778455886147533,0.7082247476285265
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.4_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.2,0.21747033916210437,0.24443611192258755,0.4619064510846919
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.4_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.7,0.5,0.25616707855576615,0.4409951684990637,0.6971622470548299
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.4_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.1,0.21765997341991447,0.703145918898716,0.9208058923186305
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.4_st18.0|14.0_mb1024|256,dev-other,5.4,4.3,0.6,0.4,0.24825425975445817,1.078613706383745,1.3268679661382032
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.4_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.1,0.20871240889306825,0.7432579874935836,0.9519703963866519
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.4_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.7,0.4,0.24479615972205293,1.0297542566441926,1.2745504163662456
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.5_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.23336567011858464,0.4031768418700164,0.636542511988601
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.5_st12.0|10.0_mb128|64,dev-other,5.5,4.4,0.6,0.4,0.26002771532669566,0.4425024620765302,0.7025301774032259
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.5_st12.0|10.0_mb128|64,test-clean,2.6,2.1,0.4,0.2,0.23156388869320774,0.38382672551717745,0.6153906142103852
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.5_st12.0|10.0_mb128|64,test-other,5.6,4.4,0.7,0.4,0.2594569361105327,0.45268622558964955,0.7121431617001823
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.5_st18.0|14.0_mb1024|256,dev-clean,2.3,1.8,0.3,0.1,0.21868201746147614,0.7041530403706648,0.9228350578321409
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.5_st18.0|14.0_mb1024|256,dev-other,5.4,4.4,0.6,0.4,0.22930872909157338,0.9599943017695285,1.189303030861102
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.5_st18.0|14.0_mb1024|256,test-clean,2.6,2.1,0.4,0.1,0.22245508407203277,0.6801394682570323,0.902594552329065
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.8_p0.5_st18.0|14.0_mb1024|256,test-other,5.5,4.4,0.7,0.4,0.24221710501618549,0.9505339875017194,1.1927510925179048
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.2_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.22399253291896953,0.2797946121826962,0.5037871451016657
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.2_st12.0|10.0_mb128|64,dev-other,5.4,4.3,0.5,0.6,0.2547594421089556,0.3694773847235038,0.6242368268324594
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.2_st12.0|10.0_mb128|64,test-clean,2.6,2.0,0.4,0.2,0.21664203860303752,0.22810402276923036,0.4447460613722679
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.2_st12.0|10.0_mb128|64,test-other,5.5,4.4,0.6,0.6,0.24806068104243964,0.3461664350496682,0.5942271160921079
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.2_st18.0|14.0_mb1024|256,dev-clean,2.2,1.7,0.3,0.2,0.22150280328145497,0.6898926771462909,0.9113954804277458
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.2_st18.0|14.0_mb1024|256,dev-other,5.3,4.3,0.5,0.6,0.2282092823504339,0.7591439294699022,0.9873532118203361
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.2_st18.0|14.0_mb1024|256,test-clean,2.6,2.0,0.4,0.2,0.23051141894061708,0.6372246747630492,0.8677360937036663
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.2_st18.0|14.0_mb1024|256,test-other,5.5,4.3,0.6,0.5,0.23388686735764572,0.7954654913317732,1.0293523586894189
qat_ctc_bpe__recog_tree_bpe-LSTM_lm0.9_p0.3_st12.0|10.0_mb128|64,dev-clean,2.3,1.8,0.3,0.2,0.22335461848610955,0.26337364494936694,0.4867282634354764
